UniprotID_inString,brite
Q9NZN4,Membrane trafficking
Q9Y608,Transcription factors
not found,#N/A
Q13418,Protein kinases
Q9UBQ5,Translation factors
P23588,Messenger RNA biogenesis
Q15056,Messenger RNA biogenesis
P26038,Cytoskeleton proteins
P15311,Cytoskeleton proteins
Q16851,Enzymes
Q9UG63,Ribosome biogenesis
O00299,Exosome
not found,#N/A
P20290,none
not found,#N/A
Q01469,none
Q9NRX2,Ribosome
Q6P1L8,Ribosome
P39656,none
P23396,Ribosome
P22087,Ribosome biogenesis
P31937,Enzymes
Q16610,none
Q14254,Membrane trafficking
P34932,Chaperones and folding catalysts
Q9UJY4,Membrane trafficking
Q9UNK0,Membrane trafficking
O14773,Peptidases and inhibitors
P17275,Transcription factors
Q8WV74,Enzymes
P33121,Lipid biosynthesis proteins
P10155,none
Q8WZA9,none
P62873,Exosome
Q9HCC0,Enzymes
P13489,none
P08134,Membrane trafficking
Q8IWR0,Domain-containing proteins not elsewhere classified
not found,#N/A
Q96C19,Domain-containing proteins not elsewhere classified
P14174,Exosome
Q9GZR2,Ribosome biogenesis
P62879,Exosome
P30566,Enzymes
not found,#N/A
Q9HCC0,Enzymes
P04406,Membrane trafficking
P15170,Messenger RNA biogenesis
Q13439,Membrane trafficking
P29034,Domain-containing proteins not elsewhere classified
P13807,Glycosyltransferases
P04844,none
P67809,Transcription factors
Q99497,Peptidases and inhibitors
O00159,Protein phosphatases and associated proteins
Q5SWX8,none
O15269,Amino acid related enzymes
Q9H583,Ribosome biogenesis
Q9UG63,Ribosome biogenesis
P49006,none
P78417,Transporters
P06396,Cytoskeleton proteins
Q9NQ88,Enzymes
Q93050,Exosome
P11047,none
P52209,Enzymes
O75348,none
P30046,Enzymes
P08238,Protein phosphatases and associated proteins
Q9Y676,Ribosome
Q9BWD1,Exosome
P13473,Membrane trafficking
P15924,Cytoskeleton proteins
P13798,Peptidases and inhibitors
P11142,Protein phosphatases and associated proteins
P68036,Ubiquitin system
Q92791,Chaperones and folding catalysts
P00505,Amino acid related enzymes
P14735,Peptidases and inhibitors
Q9UKY7,none
P09417,Enzymes
Q96ME7,none
P40189,Cytokine receptors
P61026,Membrane trafficking
Q96G21,Ribosome biogenesis
P04181,Amino acid related enzymes
P00367,Exosome
P37837,Enzymes
not found,#N/A
not found,#N/A
P08727,Cytoskeleton proteins
O95168,none
Q9UMS4,Spliceosome
P07203,Enzymes
P00367,Exosome
P61923,Membrane trafficking
P49748,Enzymes
Q9NQ88,Enzymes
not found,#N/A
O43795,Protein phosphatases and associated proteins
O15226,Transcription factors
Q9BQE3,Messenger RNA biogenesis
Q5HYI8,GTP-binding proteins
Q6DN90,Membrane trafficking
Q14653,Transcription factors
Q15436,Membrane trafficking
Q9Y2R4,Ribosome biogenesis
not found,#N/A
Q13277,Membrane trafficking
Q99959,none
Q13084,Ribosome
P40121,Cytoskeleton proteins
P11279,Membrane trafficking
P13473,Membrane trafficking
not found,#N/A
Q9UJ70,Enzymes
Q9UHA4,none
not found,#N/A
P56537,Ribosome biogenesis
Q9Y646,Peptidases and inhibitors
P16930,Exosome
not found,#N/A
P52788,Enzymes
Q16540,Ribosome
O95747,Protein kinases
not found,#N/A
P17931,Exosome
P27635,Ribosome
P49916,DNA repair and recombination proteins
Q16204,none
Q8NBM4,Ubiquitin system
Q9Y6N5,Enzymes
P04406,Membrane trafficking
Q8WUY1,none
Q99614,Chaperones and folding catalysts
Q7KZF4,none
P42704,Mitochondrial biogenesis
P49773,Exosome
Q9C0C2,none
P45985,Protein kinases
Q15691,Chromosome and associated proteins
Q8IXM3,Ribosome
not found,#N/A
Q9BYD3,Ribosome
Q9ULV4,Cytoskeleton proteins
O00159,Protein phosphatases and associated proteins
P51572,none
O00567,Ribosome biogenesis
Q16851,Enzymes
O43760,none
Q9Y2X3,Ribosome biogenesis
Q99497,Peptidases and inhibitors
Q9BY32,Enzymes
Q9HD33,Ribosome
P12109,Exosome
Q9Y266,Chromosome and associated proteins
P52815,Ribosome
P57740,Messenger RNA biogenesis
P07195,Exosome
not found,#N/A
not found,#N/A
Q96E11,Translation factors
Q92665,Ribosome
P82675,Ribosome
Q12769,Messenger RNA biogenesis
Q13177,Protein kinases
Q8IZL8,Ribosome biogenesis
Q04695,Cytoskeleton proteins
Q14651,Cytoskeleton proteins
not found,#N/A
O15031,none
Q27J81,Cytoskeleton proteins
P00505,Amino acid related enzymes
P53597,Enzymes
P15880,Ribosome
Q04760,Enzymes
P42765,Enzymes
P07737,Membrane trafficking
P35080,Membrane trafficking
Q13526,Transcription machinery
Q13813,Cytoskeleton proteins
Q9H0U4,Membrane trafficking
Q6NUM9,Enzymes
Q9Y4I1,Messenger RNA biogenesis
O15020,Cytoskeleton proteins
P07737,Membrane trafficking
Q14696,Chaperones and folding catalysts
Q9NQ50,Ribosome
Q16513,Protein kinases
P62873,Exosome
P62875,Transcription machinery
not found,#N/A
not found,#N/A
P78527,Protein kinases
P25786,Peptidases and inhibitors
P61158,Membrane trafficking
Q13084,Ribosome
P25787,Peptidases and inhibitors
Q9GZS3,Messenger RNA biogenesis
P25788,Peptidases and inhibitors
P25789,Peptidases and inhibitors
Q9P0M9,Ribosome
Q8TBA6,none
P43487,none
Q14956,Membrane trafficking
P04899,Exosome
Q8WUY1,none
P28066,Peptidases and inhibitors
Q8TCS8,Messenger RNA biogenesis
P15954,none
Q9Y303,Enzymes
O75477,Ubiquitin system
P60900,Peptidases and inhibitors
Q9BV40,Membrane trafficking
Q6KC79,Chromosome and associated proteins
Q99436,Peptidases and inhibitors
P31150,Exosome
P21283,none
O14737,none
P62191,Proteasome
P58546,none
Q9Y676,Ribosome
P30519,Enzymes
P46777,Protein phosphatases and associated proteins
P35998,Proteasome
Q9Y6N5,Enzymes
Q9GZS3,Messenger RNA biogenesis
P17980,Proteasome
not found,#N/A
Q9HCC0,Enzymes
not found,#N/A
Q9UFW8,none
O15226,Transcription factors
P21283,none
P38606,Enzymes
Q9Y3B7,Ribosome
P43686,Proteasome
P62195,Proteasome
P62333,Proteasome
P35659,Chromosome and associated proteins
P09936,Peptidases and inhibitors
O00231,Proteasome
P30085,Enzymes
Q16836,Enzymes
P40855,none
P52701,DNA repair and recombination proteins
P04080,Peptidases and inhibitors
not found,#N/A
Q96C19,Domain-containing proteins not elsewhere classified
Q13283,Messenger RNA biogenesis
Q13405,Ribosome
P05026,CD molecules
not found,#N/A
Q9BSJ8,none
O43242,Proteasome
P55036,Proteasome
O00244,none
Q9BQP7,Mitochondrial biogenesis
not found,#N/A
not found,#N/A
P30566,Enzymes
C9J0E9,#N/A
P16435,#N/A
Q06210,Peptidases and inhibitors
P46063,DNA repair and recombination proteins
not found,#N/A
P61960,Ubiquitin system
not found,#N/A
Q8IVM0,Membrane trafficking
P51665,Proteasome
P48556,Proteasome
Q8WVQ1,Enzymes
P46778,Ribosome
Q13151,Spliceosome
Q96IU4,Peptidases and inhibitors
Q7Z3K3,Chromosome and associated proteins
P09758,Exosome
Q14289,Protein kinases
O14745,Transporters
P31327,Peptidases and inhibitors
Q9Y2R0,Mitochondrial biogenesis
Q16540,Ribosome
Q14554,Chaperones and folding catalysts
Q8N5N7,Ribosome
P11940,Messenger RNA biogenesis
P61026,Membrane trafficking
Q14019,none
Q99447,Enzymes
O15400,Membrane trafficking
Q9Y487,Exosome
Q8N0X7,none
Q9Y3D9,Ribosome
Q969Q5,Membrane trafficking
not found,#N/A
Q9H082,Membrane trafficking
P29218,Enzymes
P51149,Membrane trafficking
P05165,Enzymes
P29218,Enzymes
P62266,Ribosome
Q96JM3,Chromosome and associated proteins
Q03519,Transporters
P54725,Proteasome
Q9H6Z4,none
P68402,Enzymes
Q5JTV8,Chaperones and folding catalysts
P62249,Ribosome
P25205,DNA replication proteins
Q9NS86,none
P26038,Cytoskeleton proteins
P17900,Exosome
not found,#N/A
not found,#N/A
P40938,DNA replication proteins
Q9BRA2,none
P09496,Membrane trafficking
not found,#N/A
P58546,none
not found,#N/A
not found,#N/A
Q9P2E9,none
Q96JJ7,Chaperones and folding catalysts
Q14160,none
Q9NXW2,Chaperones and folding catalysts
O43566,none
Q9UNL2,Membrane trafficking
Q6NVY1,Enzymes
not found,#N/A
Q8IXI1,GTP-binding proteins
Q9UNF1,Domain-containing proteins not elsewhere classified
Q9UI12,none
Q5SNT2,none
Q13442,none
Q7Z4W1,Enzymes
Q9H078,Chaperones and folding catalysts
Q00325,Transporters
Q9P0P0,Ubiquitin system
P10909,Chaperones and folding catalysts
P27816,Cytoskeleton proteins
P10606,none
P35244,DNA replication proteins
P40429,Ribosome
P52788,Enzymes
Q13509,Chromosome and associated proteins
P35268,Ribosome
Q8N983,Ribosome
P36578,Ribosome
P05386,Ribosome
Q15436,Membrane trafficking
O00159,Protein phosphatases and associated proteins
Q9P015,Ribosome
Q9NQC3,Membrane trafficking
P31431,Proteoglycans
Q8N0X7,none
P61978,Spliceosome
P63010,Membrane trafficking
Q9NR45,Enzymes
P62244,Ribosome
O15269,Amino acid related enzymes
P31947,Exosome
P12830,Chromosome and associated proteins
not found,#N/A
Q8NC56,Cytoskeleton proteins
not found,#N/A
P58546,none
P26440,Enzymes
P15924,Cytoskeleton proteins
Q9UHV9,Chaperones and folding catalysts
Q8WZA9,none
P17812,Enzymes
P48637,Exosome
not found,#N/A
not found,#N/A
O00244,none
Q27J81,Cytoskeleton proteins
not found,#N/A
not found,#N/A
O95630,Peptidases and inhibitors
not found,#N/A
P18669,Membrane trafficking
P00568,Exosome
Q5JTV8,Chaperones and folding catalysts
Q32P28,Chaperones and folding catalysts
Q6NUM9,Enzymes
P35241,Cytoskeleton proteins
P00558,Exosome
P16949,Cytoskeleton proteins
P35606,Membrane trafficking
Q9NYK5,Ribosome
Q6UW68,none
Q9BXI6,Membrane trafficking
Q9P016,none
Q12788,Ribosome biogenesis
P14854,none
not found,#N/A
not found,#N/A
O00244,none
P13693,none
P51116,Messenger RNA biogenesis
Q5T653,Ribosome
Q14165,none
P68371,Chromosome and associated proteins
Q8N4L2,Enzymes
P10599,Chaperones and folding catalysts
not found,#N/A
P33121,Lipid biosynthesis proteins
Q9C0E8,Membrane trafficking
P51553,Enzymes
Q9P015,Ribosome
Q9Y608,Transcription factors
P61081,Ubiquitin system
P49755,Membrane trafficking
P38606,Enzymes
not found,#N/A
P49593,Protein phosphatases and associated proteins
Q6IAN0,Enzymes
P42166,#N/A
Q9UMX0,Membrane trafficking
Q6DD88,Membrane trafficking
P35754,Chaperones and folding catalysts
P62277,Ribosome
Q9NSE4,Amino acid related enzymes
O60888,none
P23528,Membrane trafficking
P54578,Peptidases and inhibitors
P55145,Membrane trafficking
P19367,Membrane trafficking
P61586,Membrane trafficking
Q9H299,Domain-containing proteins not elsewhere classified
Q9Y5J1,Ribosome biogenesis
Q9UN37,Membrane trafficking
O75477,Ubiquitin system
Q9NP79,Membrane trafficking
Q96JB5,none
Q9Y281,Membrane trafficking
Q9P206,none
not found,#N/A
Q9UKS6,Membrane trafficking
Q9UKS6,Membrane trafficking
Q9BV38,Ribosome biogenesis
P34932,Chaperones and folding catalysts
O75223,Enzymes
Q2TB10,none
P00367,Exosome
Q9ULX9,Transcription factors
P61981,Protein phosphatases and associated proteins
P39656,none
P60981,Cytoskeleton proteins
Q9UBB4,none
Q13753,none
O00178,Messenger RNA biogenesis
Q8NBJ7,none
Q8TBA6,none
O75396,Membrane trafficking
Q9Y282,Membrane trafficking
P08648,Exosome
Q9BQE3,Messenger RNA biogenesis
P12259,none
P31153,Enzymes
not found,#N/A
O43264,Membrane trafficking
Q96JB5,none
P02765,Peptidases and inhibitors
P60981,Cytoskeleton proteins
P35241,Cytoskeleton proteins
Q9P0M9,Ribosome
Q92930,Membrane trafficking
P07355,Membrane trafficking
O95782,Membrane trafficking
Q8TAE8,none
Q8IWB7,Membrane trafficking
P22695,Peptidases and inhibitors
Q9NXW2,Chaperones and folding catalysts
P63010,Membrane trafficking
Q96CW1,Membrane trafficking
P52788,Enzymes
Q9H0U4,Membrane trafficking
P53680,Membrane trafficking
Q8N684,Messenger RNA biogenesis
not found,#N/A
Q92734,none
P60174,Exosome
P52565,Exosome
P11441,Membrane trafficking
P52565,Exosome
Q9NT62,Membrane trafficking
P21281,Exosome
Q9HDC9,Membrane trafficking
P10301,GTP-binding proteins
P21281,Exosome
not found,#N/A
Q9Y277,Mitochondrial biogenesis
P07741,Exosome
Q9Y2Q9,Ribosome
not found,#N/A
O95861,Transfer RNA biogenesis
P35613,Exosome
Q96P16,Transcription machinery
not found,#N/A
Q9Y676,Ribosome
P07108,none
not found,#N/A
not found,#N/A
P10301,GTP-binding proteins
Q03135,Membrane trafficking
Q8N983,Ribosome
Q9NY33,Peptidases and inhibitors
Q03154,Peptidases and inhibitors
Q8N128,none
Q13951,none
Q9NPH2,Enzymes
not found,#N/A
Q9NZQ7,CD molecules
Q9NRN7,Enzymes
P24941,Protein kinases
not found,#N/A
Q9NQ50,Ribosome
Q96AB3,none
Q9Y4I1,Messenger RNA biogenesis
Q9UJ70,Enzymes
Q99733,Chromosome and associated proteins
P40925,Enzymes
not found,#N/A
Q9Y3D0,none
Q92597,Exosome
not found,#N/A
Q9NVI7,Mitochondrial biogenesis
P24941,Protein kinases
P39656,none
Q15233,Spliceosome
P10301,GTP-binding proteins
Q00535,Protein kinases
Q99439,none
not found,#N/A
P19623,Enzymes
P10619,Peptidases and inhibitors
Q12959,Chromosome and associated proteins
not found,#N/A
Q9BQ48,Ribosome
Q5J8M3,Membrane trafficking
Q9Y3B7,Ribosome
not found,#N/A
P62280,Ribosome
Q8WW12,none
P82930,Ribosome
O60762,Glycosyltransferases
O43396,none
Q15388,Mitochondrial biogenesis
P40926,Enzymes
Q9H299,Domain-containing proteins not elsewhere classified
Q12959,Chromosome and associated proteins
Q9UHL4,Peptidases and inhibitors
Q9H2W6,Ribosome
P51452,Protein phosphatases and associated proteins
Q9P206,none
Q9P0M9,Ribosome
Q99961,Membrane trafficking
not found,#N/A
P62906,Ribosome
O75165,Spliceosome
Q6WCQ1,Domain-containing proteins not elsewhere classified
P10768,Enzymes
not found,#N/A
Q92930,Membrane trafficking
Q8IVL6,Chaperones and folding catalysts
O75348,none
O75312,none
not found,#N/A
O15212,Chaperones and folding catalysts
P09110,Enzymes
Q8N2G8,none
P38919,Messenger RNA biogenesis
Q6PGP7,Messenger RNA biogenesis
Q99733,Chromosome and associated proteins
not found,#N/A
Q99653,Protein phosphatases and associated proteins
P50895,CD molecules
Q9HCC0,Enzymes
Q8TED1,Enzymes
not found,#N/A
P00492,Enzymes
Q9NQX3,Enzymes
P38919,Messenger RNA biogenesis
Q6SPF0,Chromosome and associated proteins
Q00059,Mitochondrial biogenesis
Q15717,Messenger RNA biogenesis
not found,#N/A
P21283,none
P50402,none
P15311,Cytoskeleton proteins
Q01469,none
P52815,Ribosome
Q96CS3,Messenger RNA biogenesis
Q9NRX2,Ribosome
not found,#N/A
P62942,Chaperones and folding catalysts
P62942,Chaperones and folding catalysts
P61163,Chromosome and associated proteins
Q96RP9,Translation factors
O75380,none
P21333,Cytoskeleton proteins
P82912,Ribosome
O75323,none
P02533,Cytoskeleton proteins
Q86U28,Mitochondrial biogenesis
not found,#N/A
P19022,Chromosome and associated proteins
O14828,Membrane trafficking
O00273,none
Q9P2R3,Membrane trafficking
Q9NZN4,Membrane trafficking
Q9BRX2,Messenger RNA biogenesis
Q7Z2K6,none
Q9BQ95,Mitochondrial biogenesis
O95817,Chaperones and folding catalysts
P29992,Exosome
Q00577,Transcription factors
O75223,Enzymes
Q9Y696,Exosome
Q9Y646,Peptidases and inhibitors
P08237,Protein phosphatases and associated proteins
Q9NPA0,Membrane trafficking
P08754,Exosome
P52788,Enzymes
Q15904,none
P62879,Exosome
P35052,Proteoglycans
P13674,Enzymes
P02533,Cytoskeleton proteins
Q8IVM0,Membrane trafficking
P20290,none
Q93050,Exosome
P07686,Chaperones and folding catalysts
P07108,none
Q9NZT2,none
Q9BV40,Membrane trafficking
Q9BQ61,DNA replication proteins
P11142,Protein phosphatases and associated proteins
P11142,Protein phosphatases and associated proteins
P26006,Exosome
Q9BYN8,Ribosome
not found,#N/A
Q86UP2,Mitochondrial biogenesis
P17931,Exosome
Q13753,none
P29692,Translation factors
Q99471,Chaperones and folding catalysts
O75718,Chaperones and folding catalysts
not found,#N/A
Q96PK6,none
Q92575,none
not found,#N/A
Q96LJ7,Enzymes
Q8TCC3,Ribosome
P17931,Exosome
Q13907,Enzymes
P31153,Enzymes
Q03252,Cytoskeleton proteins
Q9UNF1,Domain-containing proteins not elsewhere classified
Q8NE86,Mitochondrial biogenesis
P30519,Enzymes
P04406,Membrane trafficking
Q7KZF4,none
Q6WCQ1,Domain-containing proteins not elsewhere classified
Q9NRN7,Enzymes
not found,#N/A
Q7KZF4,none
Q99623,Mitochondrial biogenesis
Q13885,Chromosome and associated proteins
O15031,none
not found,#N/A
not found,#N/A
O94880,none
Q7Z7H5,Membrane trafficking
Q7KZF4,none
not found,#N/A
Q8TBA6,none
not found,#N/A
Q08AG7,Cytoskeleton proteins
P55084,Enzymes
P51159,Membrane trafficking
not found,#N/A
Q9H2W6,Ribosome
Q7KZF4,none
P15586,Enzymes
not found,#N/A
Q2TB10,none
P06744,Exosome
P57740,Messenger RNA biogenesis
Q9BW27,Messenger RNA biogenesis
Q9UKX7,Messenger RNA biogenesis
not found,#N/A
Q9H0U6,Ribosome
Q7Z4W1,Enzymes
Q86SX6,Chaperones and folding catalysts
O43752,Membrane trafficking
O14681,none
P45973,Chromosome and associated proteins
Q99426,Cytoskeleton proteins
Q969T9,Domain-containing proteins not elsewhere classified
Q8N0X7,none
Q9UNF0,Membrane trafficking
Q9UNF0,Membrane trafficking
Q96TA2,Peptidases and inhibitors
P04844,none
Q96EL3,Ribosome
Q15121,none
P10768,Enzymes
O75746,Transporters
Q9BYD1,Ribosome
P35080,Membrane trafficking
Q9BTT0,Chromosome and associated proteins
Q8NBM4,Ubiquitin system
Q9P287,Ribosome biogenesis
O00264,Exosome
not found,#N/A
O43752,Membrane trafficking
O95782,Membrane trafficking
Q5TDH0,Proteasome
O15031,none
Q9NQC3,Membrane trafficking
P57729,Membrane trafficking
P51148,Membrane trafficking
P19823,Glycosaminoglycan binding proteins
P36404,Chromosome and associated proteins
P07948,Protein kinases
P54709,CD molecules
Q9Y4I1,Messenger RNA biogenesis
Q9H5X1,none
Q7KZF4,none
P10644,none
Q8IWT6,Ion channels
Q7Z417,none
P08240,Secretion system
Q05655,Protein kinases
Q15369,Ubiquitin system
Q9H7Z7,Enzymes
P62888,Ribosome
P0DPB6,Transcription machinery
P00568,Exosome
P20645,Exosome
O60925,Chaperones and folding catalysts
Q9Y490,Exosome
not found,#N/A
O15031,none
Q14197,Translation factors
Q9BSH4,Mitochondrial biogenesis
Q658Y4,none
Q9H3U1,Chaperones and folding catalysts
Q06124,Protein phosphatases and associated proteins
Q15370,Ubiquitin system
Q8TAE8,none
Q9BV36,Membrane trafficking
Q6DD88,Membrane trafficking
Q16762,Enzymes
P62280,Ribosome
not found,#N/A
O75347,Cytoskeleton proteins
P78318,Protein phosphatases and associated proteins
Q96E11,Translation factors
Q9C0C2,none
Q9P015,Ribosome
Q7KZF4,none
Q9BQP7,Mitochondrial biogenesis
O60826,Membrane trafficking
P13674,Enzymes
Q9P2E9,none
P50454,Peptidases and inhibitors
Q8IX01,Spliceosome
Q7KZF4,none
not found,#N/A
Q13190,Membrane trafficking
P56962,Membrane trafficking
Q96TC7,Membrane trafficking
P11216,Enzymes
P11216,Enzymes
O75718,Chaperones and folding catalysts
Q9Y3E1,none
not found,#N/A
Q6L8Q7,Messenger RNA biogenesis
not found,#N/A
Q9UBS8,Ubiquitin system
Q15287,Messenger RNA biogenesis
P61960,Ubiquitin system
not found,#N/A
Q13405,Ribosome
P83111,Peptidases and inhibitors
not found,#N/A
Q7KZI7,Protein kinases
Q6NUM9,Enzymes
not found,#N/A
P62906,Ribosome
O95232,none
not found,#N/A
Q5M775,Cytoskeleton proteins
Q9UJS0,Transporters
not found,#N/A
P60468,Membrane trafficking
Q07020,Ribosome
not found,#N/A
Q96HY6,Ubiquitin system
Q02543,Ribosome
P61353,Ribosome
Q02543,Ribosome
P39023,Ribosome
O95292,Membrane trafficking
Q7L2E3,Spliceosome
P36578,Ribosome
P98179,Spliceosome
Q9H773,Enzymes
Q02878,Ribosome
P18124,Ribosome
P62424,Ribosome
P62917,Ribosome
Q7Z3T8,Protein phosphatases and associated proteins
O95425,Cytoskeleton proteins
Q13151,Spliceosome
P52788,Enzymes
Q92506,Enzymes
Q5SWX8,none
Q7Z2K6,none
P05387,Ribosome
P52732,Chromosome and associated proteins
Q9Y653,Peptidases and inhibitors
P31431,Proteoglycans
P82650,Ribosome
Q14008,Chromosome and associated proteins
Q02809,Exosome
Q9BRT3,none
Q9UGI8,Domain-containing proteins not elsewhere classified
O00560,Exosome
P27797,Chaperones and folding catalysts
Q8WVQ1,Enzymes
O00560,Exosome
not found,#N/A
not found,#N/A
Q5SW79,Chromosome and associated proteins
P37840,Membrane trafficking
P37840,Membrane trafficking
Q5SW79,Chromosome and associated proteins
Q9Y5X3,Membrane trafficking
P61758,none
Q9P2R7,Exosome
P09417,Enzymes
O00159,Protein phosphatases and associated proteins
P10301,GTP-binding proteins
not found,#N/A
Q9Y5X3,Membrane trafficking
not found,#N/A
O15460,Enzymes
Q9BRQ6,Protein phosphatases and associated proteins
Q9Y5X1,Membrane trafficking
Q99523,none
P12956,Spliceosome
Q9NZL4,Chaperones and folding catalysts
Q96HY6,Ubiquitin system
Q9H2D6,Cytoskeleton proteins
Q5SW79,Chromosome and associated proteins
Q99523,none
Q8NC56,Cytoskeleton proteins
not found,#N/A
Q96CG8,Cilium and associated proteins
Q9C004,none
Q9C004,none
O75368,Domain-containing proteins not elsewhere classified
Q96HY7,Mitochondrial biogenesis
Q9NV06,Ribosome biogenesis
Q8WWM7,Messenger RNA biogenesis
P40855,none
P20962,none
Q6IBS0,Cilium and associated proteins
P39023,Ribosome
O94804,Protein kinases
Q96GD0,Protein phosphatases and associated proteins
Q5M775,Cytoskeleton proteins
Q96CM8,Lipid biosynthesis proteins
O43617,Membrane trafficking
Q16831,Enzymes
P05204,Chromosome and associated proteins
Q12846,Membrane trafficking
Q9BSH4,Mitochondrial biogenesis
Q9BSH5,none
Q9Y6Y8,none
Q15785,Mitochondrial biogenesis
Q9UGV2,none
Q7Z4H3,Enzymes
not found,#N/A
Q12846,Membrane trafficking
Q9BYD3,Ribosome
Q99829,Domain-containing proteins not elsewhere classified
O00186,Membrane trafficking
Q08380,Exosome
P29372,DNA repair and recombination proteins
Q15370,Ubiquitin system
Q9H9B4,Mitochondrial biogenesis
P82932,Ribosome
O15355,Protein phosphatases and associated proteins
Q7Z3T8,Protein phosphatases and associated proteins
Q9BRJ2,#N/A
Q99598,none
P21579,Membrane trafficking
Q9NZ08,Peptidases and inhibitors
Q8WVJ2,none
P02786,Peptidases and inhibitors
Q6IAN0,Enzymes
O75663,Protein phosphatases and associated proteins
Q9NQ88,Enzymes
P05362,Exosome
Q8N2G8,none
Q12904,Transfer RNA biogenesis
Q13751,none
Q53T59,Domain-containing proteins not elsewhere classified
P47755,Membrane trafficking
Q9H0E2,Exosome
Q86UP2,Mitochondrial biogenesis
Q9Y6N5,Enzymes
P29218,Enzymes
O75208,none
O15460,Enzymes
not found,#N/A
Q9H0E2,Exosome
not found,#N/A
O60784,Membrane trafficking
Q9P2N5,Spliceosome
O75718,Chaperones and folding catalysts
P26599,Messenger RNA biogenesis
P61081,Ubiquitin system
Q7KZI7,Protein kinases
Q5T1C6,Enzymes
Q9H1A3,none
Q96HY6,Ubiquitin system
P21796,Mitochondrial biogenesis
Q99569,none
Q96HY7,Mitochondrial biogenesis
P52888,Peptidases and inhibitors
not found,#N/A
O15460,Enzymes
P61764,Membrane trafficking
Q96RQ3,Enzymes
not found,#N/A
P61088,Ubiquitin system
O43665,none
Q7Z7F7,Ribosome
P61421,none
Q99536,Mitochondrial biogenesis
not found,#N/A
Q9Y3D9,Ribosome
P49903,Transfer RNA biogenesis
Q9BX68,none
O00401,Membrane trafficking
P32519,Transcription factors
Q9H8H0,none
Q9UI08,none
Q9BZZ5,none
Q7Z7F7,Ribosome
O60502,Enzymes
O94819,Ubiquitin system
P55145,Membrane trafficking
Q6ZRV2,Cytoskeleton proteins
Q9H0U6,Ribosome
O95159,none
Q5JTH9,Ribosome biogenesis
Q9BXI6,Membrane trafficking
Q8TEA8,Transfer RNA biogenesis
Q9UK76,none
P48739,none
P52292,Chromosome and associated proteins
Q96SI9,Spliceosome
Q71RC2,Messenger RNA biogenesis
Q14692,Ribosome biogenesis
Q15369,Ubiquitin system
Q92890,Ribosome biogenesis
P12259,none
Q5JTD0,none
Q8TDX7,Protein kinases
P58546,none
P56537,Ribosome biogenesis
Q9UBM7,Enzymes
Q9BSH5,none
not found,#N/A
Q7Z7H5,Membrane trafficking
P08779,Cytoskeleton proteins
Q13885,Chromosome and associated proteins
Q9BT23,none
P00167,none
Q8WU39,none
P29218,Enzymes
Q32P28,Chaperones and folding catalysts
Q8N0X7,none
Q13751,none
O95159,none
Q9NRL3,Protein phosphatases and associated proteins
Q6PIU2,Peptidases and inhibitors
Q8WUM4,Membrane trafficking
P61158,Membrane trafficking
Q86TI0,Membrane trafficking
Q969T9,Domain-containing proteins not elsewhere classified
Q96HE7,Enzymes
P12814,Membrane trafficking
P35237,Peptidases and inhibitors
Q9NYK5,Ribosome
O43707,Membrane trafficking
Q9NQW6,Cytoskeleton proteins
Q9NUP9,Membrane trafficking
Q9BTV4,none
P07355,Membrane trafficking
Q96EL3,Ribosome
P09104,Messenger RNA biogenesis
Q9BZF1,Membrane trafficking
Q7L8L6,none
O95782,Membrane trafficking
P21926,Cilium and associated proteins
P63010,Membrane trafficking
Q9HCU5,Membrane trafficking
Q96CW1,Membrane trafficking
A0A087WYR3,#N/A
O15143,Membrane trafficking
Q9P2B2,Exosome
Q8TED1,Enzymes
P61960,Ubiquitin system
O00443,Enzymes
P30046,Enzymes
Q00613,Transcription factors
not found,#N/A
O75368,Domain-containing proteins not elsewhere classified
Q9BSF4,none
O95816,Chaperones and folding catalysts
P49247,Enzymes
Q9NV06,Ribosome biogenesis
Q8N5N7,Ribosome
not found,#N/A
not found,#N/A
Q9BTY7,none
not found,#N/A
not found,#N/A
Q9NQC3,Membrane trafficking
O43148,Messenger RNA biogenesis
Q7Z7F7,Ribosome
Q9NRR5,Membrane trafficking
Q9Y3A5,Ribosome biogenesis
Q9NP58,Transporters
not found,#N/A
P17655,Peptidases and inhibitors
P78536,Peptidases and inhibitors
O95159,none
Q99805,Exosome
Q5T6F2,Ubiquitin system
P33897,Transporters
Q9NVS9,Enzymes
O75477,Ubiquitin system
Q9Y6U3,Cytoskeleton proteins
O75940,Spliceosome
P18031,Protein phosphatases and associated proteins
P09543,Exosome
P13797,DNA repair and recombination proteins
Q9UBI6,Exosome
Q9NS86,none
P49755,Membrane trafficking
Q9BYD1,Ribosome
P28838,Peptidases and inhibitors
not found,#N/A
P12109,Exosome
Q15369,Ubiquitin system
Q6ZRV2,Cytoskeleton proteins
P48147,Peptidases and inhibitors
Q16630,Messenger RNA biogenesis
O60925,Chaperones and folding catalysts
Q14194,none
Q9BPU6,none
Q08380,Exosome
Q6P1L8,Ribosome
not found,#N/A
Q9P258,none
not found,#N/A
Q14192,Domain-containing proteins not elsewhere classified
Q9Y394,Enzymes
P21333,Cytoskeleton proteins
H0Y4K8,#N/A
P04899,Exosome
O15226,Transcription factors
not found,#N/A
Q9UBI6,Exosome
Q52LJ0,Transfer RNA biogenesis
Q9BRP8,Messenger RNA biogenesis
P36957,Enzymes
